Category	ID	Term	Genes	adj_pval
BP	GO:0051048	negative regulation of secretion	APOA1,BANK1,CARD16,FAM3D,GBP1,IDH2,LGALS9,MAOB,NRG1,PARK2,PLA2R1,RSAD2	2.89E-02
BP	GO:1905952	regulation of lipid localization	APOA1,APOA4,APOB,APOC3,CD36,IRS2,LPL,PARK2,PLA2R1	2.92E-02
BP	GO:1903580	positive regulation of ATP metabolic process	CDK1,ENO1,MLXIPL,PFKFB4,PPARGC1A	2.92E-02
BP	GO:0034219	carbohydrate transmembrane transport	SLC2A12,SLC2A2,SLC5A1,SLC5A11,SLC5A9	2.92E-02
CC	GO:0042470	melanosome	HSP90AA1,HSP90B1,HSPA5,PDIA3,PDIA4,PDIA6,RAB17,RAN	2.92E-02
CC	GO:0048770	pigment granule	HSP90AA1,HSP90B1,HSPA5,PDIA3,PDIA4,PDIA6,RAB17,RAN	2.92E-02
CC	GO:0044422	organelle part	ABHD6,ACADM,ACAT1,ACOT7,ACOX1,ACSF2,AGMO,ALDOB,ANAPC7,ANLN,ANO5,AOC1,APOA1,APOA4,APOB,ASAH2,ASPM,ATP8B2,BICD1,BIRC3,BST1,BST2,BTBD8,BTD,BUB1,CCND1,CCT2,CD36,CD3G,CDC20,CDCA8,CDK1,CENPE,CENPF,CENPU,CEP55,CIITA,CLSPN,CLSTN2,CNGA1,COL25A1,COL4A5,CYBA,CYP2C9,CYP3A4,CYP3A5,CYP4F3,DCC,DERL3,DLGAP5,DNAJA1,DNAJC10,DOCK2,DUSP6,E2F5,E2F8,EAF2,EGLN3,ENO1,EPHX1,ERI1,ETV7,FAM134B,FGL2,FMO5,FOSL2,FOXM1,G6PC,GATAD1,GATM,GBP1,GBP2,GBP4,GBP5,GCNT4,GPX4,GRAMD1B,H2AFZ,HACL1,HIST1H1B,HLA-E,HMGB2,HMGCS2,HMMR,HSP90AA1,HSP90B1,HSPA5,HSPH1,IDH2,IFI27,IFI30,IFITM3,IRF1,ISG15,ISG20,ITM2C,IYD,JAK2,KAZN,KIF14,KIF20B,KIF23,KIF4A,KNTC1,KPNA2,KRT20,KRT8,LAP3,LRRC59,MAF,MANF,MAOB,MAPRE1,MARC2,MCM4,MCM5,MKI67,MLXIPL,MME,MUC2,MXI1,MYZAP,MZB1,NCAPG,NDC1,NELFE,NHS,NLRC5,NOP56,NOS2,NRG1,NUF2,OAS3,OAT,OGG1,OXCT1,PARK2,PARP9,PBX1,PCNA,PDIA3,PDIA4,PDIA6,PDK4,PEX11A,PLOD2,POLQ,PPARGC1A,PRC1,PRDM1,PRKAB2,PRKCB,PRKD1,PRKG2,PSMB8,PSMB9,PSME2,PTPN1,PYCARD,RAB17,RAN,RSAD2,RTTN,S100A11,S100A16,SARM1,SCTR,SDF2L1,SEPP1,SFXN3,SLC25A28,SLC4A7,SLC6A4,SLC9A7,SNRNP40,SORD,SP140,SSRP1,ST6GAL1,STAT1,STON2,STRA13,TAP1,TAP2,TM4SF20,TMEM258,TOMM40,TOP2A,TRMT61B,TSPAN1,TUBA1B,TXNDC5,UBD,UBE2L6,UGT2B7,UHRF1,VNN1,XBP1,XRCC4	2.92E-02
BP	GO:0006721	terpenoid metabolic process	ADH4,APOA1,APOA4,APOB,APOC3,CYP2C9,CYP3A4,LPL	3.02E-02
BP	GO:0001678	cellular glucose homeostasis	CYBA,GCLM,IRS2,MLXIPL,PCK1,PPARGC1A,XBP1	3.02E-02
BP	GO:0006639	acylglycerol metabolic process	ABHD6,AGMO,APOB,APOC3,G6PC,LPL,PCK1	3.02E-02
CC	GO:0032994	protein-lipid complex	APOA1,APOA4,APOB,APOC3,LPL	3.07E-02
BP	GO:0051046	regulation of secretion	APOA1,BANK1,CARD16,CASP1,CCL5,CYBA,FAM3D,GBP1,HLA-E,IDH2,IRS2,JAK2,KRT20,LGALS9,LPL,MAOB,NOS2,NRG1,OXCT1,PARK2,PLA2R1,PRKCB,PYCARD,RSAD2,SLC2A2,SLC6A4,XBP1	3.19E-02
BP	GO:1905897	regulation of response to endoplasmic reticulum stress	AGR2,DERL3,HSPA5,MANF,PARK2,PTPN1,XBP1	3.21E-02
BP	GO:0006638	neutral lipid metabolic process	ABHD6,AGMO,APOB,APOC3,G6PC,LPL,PCK1	3.21E-02
BP	GO:1901616	organic hydroxy compound catabolic process	ADH4,CYP4F3,MAOB,SORD,SULT1B1,SULT2A1	3.26E-02
BP	GO:0046942	carboxylic acid transport	ABCC2,ACE,CD36,NOS2,PLIN2,PRKAB2,SFXN3,SLC13A2,SLC19A1,SLC38A1,SLC46A1,SLC5A12,SLC7A6	3.26E-02
BP	GO:0015849	organic acid transport	ABCC2,ACE,CD36,NOS2,PLIN2,PRKAB2,SFXN3,SLC13A2,SLC19A1,SLC38A1,SLC46A1,SLC5A12,SLC7A6	3.26E-02
MF	GO:0030296	protein tyrosine kinase activator activity	CCL5,CD24,NRG1,NRG3	3.27E-02
BP	GO:0044093	positive regulation of molecular function	ACE,ALDOB,APOA1,APOA4,ARHGAP8,CARD16,CASP1,CCL5,CCND1,CCT2,CD24,CD36,CDC20,CDK1,CENPE,CLSPN,CYBA,DEPDC1,DNAJA1,DNAJC10,DOCK2,DUSP6,EGLN3,FAM13A,HMGB2,HSP90AA1,JAK2,KIF14,LGALS9,MAPRE1,NRG1,NRG3,PARK2,PARP9,PCNA,PDZK1,PLEK,PPARGC1A,PRKCB,PRKD1,PTPN1,PYCARD,RAN,SLC39A10,TBC1D2,TRIM31,UHRF1,XRCC4	3.29E-02
BP	GO:0009749	response to glucose	CYBA,GCLM,IRS2,LPL,MLXIPL,PCK1,PPARGC1A,SARM1,XBP1	3.43E-02
BP	GO:0007093	mitotic cell cycle checkpoint	BUB1,CCND1,CDC20,CDK1,CENPF,CLSPN,E2F8,KNTC1,PCNA	3.43E-02
BP	GO:0016064	immunoglobulin mediated immune response	FGL2,IGHG1,IGHG3,IGHG4,IGKC,IGLC1,IGLC2,IGLC3,IGLC7	3.43E-02
BP	GO:0032731	positive regulation of interleukin-1 beta production	CASP1,JAK2,LGALS9,LPL,PYCARD	3.49E-02
BP	GO:1902224	ketone body metabolic process	ACAT1,HMGCS2,OXCT1	3.49E-02
BP	GO:0002483	antigen processing and presentation of endogenous peptide antigen	HLA-E,TAP1,TAP2	3.49E-02
BP	GO:0033700	phospholipid efflux	APOA1,APOA4,APOC3	3.49E-02
BP	GO:0019217	regulation of fatty acid metabolic process	APOA4,APOC3,IRS2,MLXIPL,PDK4,PPARGC1A,PRKAB2	3.55E-02
BP	GO:0034620	cellular response to unfolded protein	CCND1,DERL3,HSP90B1,HSPA5,PARK2,PDIA6,PTPN1,XBP1	3.58E-02
BP	GO:0006956	complement activation	IGHG1,IGHG3,IGHG4,IGKC,IGLC1,IGLC2,IGLC3,IGLC7	3.58E-02
BP	GO:0006807	nitrogen compound metabolic process	ABCC2,ACADM,ACAT1,ACE,ACOT7,ACSF2,ADI1,AK1,ALDOB,ANAPC7,APOA1,APOA4,APOB,APOC3,APOL6,ASAH2,BICD1,BIRC3,BTD,BUB1,CARD16,CASP1,CCL5,CCND1,CCNG2,CD36,CDC20,CDK1,CENPF,CERK,CLSPN,CMPK2,CTSE,CYP2C9,CYP3A4,CYP3A5,DERL3,DLGAP5,DNAJC10,DUSP6,EAF2,EGLN3,EIF4EBP2,ENO1,ENPP2,ENPP3,ERI1,ETV7,F11,FGL2,FKBP11,FOXM1,G6PC,GATM,GCLM,GCNT4,GGCT,GPX4,HGD,HMGB2,HMMR,HSP90AA1,HSP90B1,HSPA5,IDH2,IFI27,IGFBP2,IGHA1,IRF1,IRS2,ISG15,ISG20,IYD,JAK2,KIF14,KLHL24,KPNA2,LAP3,LGALS9,MAF,MAOB,MARC2,MCM4,MCM5,MEP1B,MME,MUC2,NDC1,NELFE,NOP56,NOS2,NRG1,OAS3,OAT,ODC1,OGG1,PARK2,PARP14,PARP9,PCK1,PCNA,PDIA3,PDIA6,PDK4,PIM2,PLOD2,POLQ,PPARGC1A,PRKAB2,PRKCB,PRKD1,PRKG2,PRSS12,PSMB8,PSMB9,PSME2,PTPN1,PYCARD,RAN,RARRES3,SDF2L1,SHMT1,SLC19A1,SLC19A3,SLC28A1,SLC28A2,SLC46A1,SLC7A6,SNRNP40,SSRP1,ST6GAL1,STRA13,SULT1B1,SULT2A1,THSD4,TMEM258,TNIP3,TOP2A,TRIM31,TRMT61B,TRPM6,UBD,UBE2L6,UHRF1,VNN1,WARS,XBP1,XRCC4,ZC3H12C	3.58E-02
BP	GO:0019724	B cell mediated immunity	FGL2,IGHG1,IGHG3,IGHG4,IGKC,IGLC1,IGLC2,IGLC3,IGLC7	3.58E-02
BP	GO:0010647	positive regulation of cell communication	AGR2,APOA1,ARHGAP8,ASPM,BANK1,BIRC3,BST2,CARD16,CASP1,CCL5,CD24,CD36,CD3G,CDK1,CYBA,DDX60,DUSP6,GRB10,HSP90AA1,IL6R,IRS2,ITM2C,JAK2,LGALS9,MME,NELFE,NLRC5,NRG1,OXCT1,PARK2,PARP14,PARP9,PDIA3,PIM2,PLA2R1,PRKCB,PRKD1,PSMB8,PSMB9,PSME2,PTPN1,PYCARD,RSAD2,SARM1,SCTR,SLA,SMOC2,UBD,XBP1	3.58E-02
BP	GO:0044242	cellular lipid catabolic process	ABHD6,ACADM,ACOX1,APOB,APOC3,ASAH2,CYP4F3,ENPP2,HACL1,LPL	3.58E-02
BP	GO:0046967	cytosol to endoplasmic reticulum transport	TAP1,TAP2	3.58E-02
BP	GO:0002519	natural killer cell tolerance induction	HLA-E,LGALS9	3.58E-02
BP	GO:1904640	response to methionine	PCK1,PPARGC1A	3.58E-02
BP	GO:0055095	lipoprotein particle mediated signaling	CD36,LPL	3.58E-02
BP	GO:0002277	myeloid dendritic cell activation involved in immune response	DOCK2,PYCARD	3.58E-02
BP	GO:0009822	alkaloid catabolic process	CYP3A4,CYP3A5	3.58E-02
BP	GO:0072338	cellular lactam metabolic process	ABCC2,MME	3.58E-02
BP	GO:0055096	low-density lipoprotein particle mediated signaling	CD36,LPL	3.58E-02
BP	GO:0002019	regulation of renal output by angiotensin	ACE,CYBA	3.58E-02
BP	GO:0010903	negative regulation of very-low-density lipoprotein particle remodeling	APOA1,APOC3	3.58E-02
CC	GO:0097169	AIM2 inflammasome complex	CASP1,PYCARD	3.59E-02
CC	GO:0042825	TAP complex	TAP1,TAP2	3.59E-02
BP	GO:0046503	glycerolipid catabolic process	ABHD6,APOB,APOC3,ENPP2,LPL	3.65E-02
BP	GO:0006869	lipid transport	ABCC2,ACE,APOA1,APOA4,APOB,APOC3,APOL6,CD36,GRAMD1B,NOS2,PLIN2,PRKAB2,STARD4	3.69E-02
BP	GO:0042759	long-chain fatty acid biosynthetic process	ACOT7,CYP2C9,CYP3A4,GPX4	3.76E-02
BP	GO:0034377	plasma lipoprotein particle assembly	APOA1,APOA4,APOB,APOC3	3.76E-02
BP	GO:1900101	regulation of endoplasmic reticulum unfolded protein response	AGR2,HSPA5,PTPN1,XBP1	3.76E-02
BP	GO:0006641	triglyceride metabolic process	AGMO,APOB,APOC3,G6PC,LPL,PCK1	3.77E-02
BP	GO:0032652	regulation of interleukin-1 production	APOA1,CARD16,CASP1,JAK2,LGALS9,LPL,PYCARD	3.77E-02
BP	GO:0006805	xenobiotic metabolic process	AKR7L,AOC1,CYP2C9,CYP3A4,CYP3A5,EPHX1,MARC2,SULT1B1	3.77E-02
BP	GO:0023056	positive regulation of signaling	AGR2,APOA1,ARHGAP8,ASPM,BANK1,BIRC3,BST2,CARD16,CASP1,CCL5,CD24,CD36,CD3G,CDK1,CYBA,DDX60,DUSP6,GRB10,HSP90AA1,IL6R,IRS2,ITM2C,JAK2,LGALS9,MME,NELFE,NLRC5,NRG1,OXCT1,PARK2,PARP14,PARP9,PDIA3,PIM2,PLA2R1,PRKCB,PRKD1,PSMB8,PSMB9,PSME2,PTPN1,PYCARD,RSAD2,SARM1,SCTR,SLA,SMOC2,UBD,XBP1	3.77E-02
BP	GO:0042304	regulation of fatty acid biosynthetic process	APOA4,APOC3,MLXIPL,PDK4,PRKAB2	3.93E-02
BP	GO:0071827	plasma lipoprotein particle organization	APOA1,APOA4,APOB,APOC3,LPL	3.93E-02
BP	GO:0009746	response to hexose	CYBA,GCLM,IRS2,LPL,MLXIPL,PCK1,PPARGC1A,SARM1,XBP1	3.98E-02
BP	GO:0007052	mitotic spindle organization	CDC20,CENPE,KIF23,KIF4A,PRC1,RAN	4.02E-02
BP	GO:0009636	response to toxic substance	ABCC2,APOA4,AQP10,CCL5,CCND1,CDK1,EPHX1,GPX4,IYD,MAOB,MARC2,OGG1,OXCT1,PARK2,PCNA,PPARGC1A,SLC6A4,STAT1,TRPM6	4.11E-02
BP	GO:1903894	regulation of IRE1-mediated unfolded protein response	AGR2,HSPA5,PTPN1	4.11E-02
BP	GO:0042953	lipoprotein transport	APOB,CD36,PRKCB	4.11E-02
BP	GO:0044872	lipoprotein localization	APOB,CD36,PRKCB	4.11E-02
CC	GO:0005789	endoplasmic reticulum membrane	AGMO,ANO5,APOB,ATP8B2,CDK1,CLSTN2,CYBA,CYP2C9,CYP3A4,CYP3A5,CYP4F3,DERL3,DNAJA1,EPHX1,FAM134B,FMO5,G6PC,GRAMD1B,HLA-E,HSP90B1,HSPA5,IFI27,LRRC59,PDIA3,PDIA6,PLOD2,PTPN1,RSAD2,TAP1,TAP2,TM4SF20,TMEM258,UGT2B7	4.14E-02
BP	GO:0045940	positive regulation of steroid metabolic process	APOA1,APOA4,PPARGC1A,STARD4	4.20E-02
CC	GO:0034364	high-density lipoprotein particle	APOA1,APOA4,APOB,APOC3	4.25E-02
BP	GO:1903573	negative regulation of response to endoplasmic reticulum stress	DERL3,HSPA5,PARK2,PTPN1,XBP1	4.26E-02
BP	GO:0014823	response to activity	CDK1,CYBA,GCLM,OXCT1,PCK1,PPARGC1A	4.27E-02
BP	GO:0007165	signal transduction	ACKR4,APOA1,APOB,APOC3,ARHGAP8,BIRC3,BST1,BST2,C1orf186,CASP1,CCL5,CCND1,CD24,CD36,CD3G,CDK1,CIITA,CNGA1,COL4A5,CYBA,DCC,DEPDC1,DEPDC7,DERL3,DLGAP5,DNAJC10,DOCK2,DUSP6,E2F8,EIF4EBP2,FAM13A,FOXM1,GBP1,GBP2,GGCT,GRB10,HLA-E,HRH2,HSP90AA1,HSP90B1,HSPA5,IFI27,IFI30,IFITM1,IFITM3,IGFBP2,IGHG1,IGHG3,IGHG4,IGKC,IGLC1,IGLC2,IGLC3,IGLC7,IL32,IL6R,IRF1,IRS2,ISG15,ISG20,JAK2,KPNA2,KRT8,LGALS9,LPL,MLXIPL,MUC2,MYZAP,NOS2,NRG1,NRG3,OAS1,OAS3,PAQR7,PBX1,PCNA,PDIA6,PDK4,PEX11A,PLEK,PPARGC1A,PRKAB2,PRKCB,PRKD1,PRKG2,PSMB8,PSMB9,PSME2,PTH2R,PTPN1,PYCARD,RAN,RSAD2,S100A11,SARM1,SCTR,STAT1,TNFRSF17,TNIP3,TRHDE,TRIM31,UNC5D,XAF1,XBP1	4.37E-02
BP	GO:0010817	regulation of hormone levels	ABCC2,ACE,ADH4,APOA1,CCL5,CYP3A4,FAM3D,GCNT4,HSD17B11,IRS2,IYD,JAK2,MME,NOS2,OXCT1,PARK2,PPARGC1A,SLC2A2,SULT1B1,UGT2B7	4.37E-02
BP	GO:0007049	cell cycle	ANAPC7,ANLN,ASPM,BUB1,CCND1,CDC20,CDCA8,CDK1,CENPE,CENPF,CEP55,CLSPN,DLGAP5,E2F8,FOXM1,HSP90AA1,IRF1,KIF14,KIF20B,KIF23,KIF4A,KNTC1,MAPRE1,MCM4,MCM5,MKI67,NCAPG,NDC1,PCNA,PIM2,PRC1,PRKAB2,PRKCB,RAN,STRA13,TOP2A,UHRF1	4.40E-02
MF	GO:0032553	ribonucleotide binding	ABCA10,ABCC2,ACOT7,ACSF2,AK1,ATP8B2,BUB1,CCT2,CDK1,CENPE,CERK,CIITA,CMPK2,DDX60,DNAJA1,FBP1,GBP1,GBP2,GBP4,GBP5,HSP90AA1,HSP90B1,HSPH1,IFI44L,ITM2C,IYD,JAK2,KIF12,KIF14,KIF20B,KIF23,KIF4A,MCM4,MCM5,MKI67,NLRC5,NOS2,OAS1,OAS3,PCK1,PDK4,PFKFB4,PIM2,POLQ,PRKCB,PRKD1,PRKG2,RAB17,RAN,TAP1,TAP2,TOP2A,TRPM6,WARS	4.45E-02
BP	GO:0010648	negative regulation of cell communication	ABHD6,APOA1,ASAH2,BANK1,BICD1,CAMK2N1,CARD16,CCL5,DCC,DNAJA1,DUSP6,ENO1,FAM3D,FBP1,FOXM1,GBP1,GCLM,GRB10,HMGB2,HSPA5,IGFBP2,NLGN4X,NLRC5,PARK2,PARP14,PHLPP2,PLEK,PRKCB,PSMB8,PSMB9,PSME2,PTPN1,PYCARD,SARM1,SLC6A4,STAT1,TNIP3,VNN1,XBP1	4.49E-02
BP	GO:1902531	regulation of intracellular signal transduction	APOA1,APOC3,ARHGAP8,BANK1,BIRC3,BST1,BST2,CAMK2N1,CARD16,CASP1,CCL5,CD24,CD36,CDK1,CEP55,DDX60,DEPDC7,DNAJA1,DUSP6,ENO1,FAM13A,FBP1,FOXM1,GBP1,HSP90AA1,IRS2,JAK2,KIF14,LGALS9,NELFE,NRG1,PARK2,PHLPP2,PIM2,PLA2R1,PLEK,PRKAB2,PRKCB,PRKD1,PTPN1,PYCARD,RHOBTB2,SCTR,SSRP1,STAT1,TNIP3,UBD,VNN1,XBP1	4.49E-02
BP	GO:0006520	cellular amino acid metabolic process	ACAT1,ADI1,EGLN3,GATM,GCLM,HGD,IYD,NOS2,OAT,ODC1,PLOD2,SHMT1,SLC7A6,WARS	4.54E-02
MF	GO:0005342	organic acid transmembrane transporter activity	ABCC2,SFXN3,SLC13A2,SLC19A1,SLC38A1,SLC46A1,SLC5A12,SLC7A6	4.62E-02
BP	GO:0051726	regulation of cell cycle	ANAPC7,ANLN,ASAH2,ASPM,BUB1,CAMK2N1,CCND1,CDC20,CDK1,CENPE,CENPF,CLSPN,DLGAP5,E2F8,FOXM1,HMMR,HSP90AA1,IRF1,KIF14,KIF20B,KIF23,KNTC1,MAPRE1,MKI67,MLXIPL,PBX1,PCNA,PRC1,PRKAB2,PSMB8,PSMB9,PSME2,SLC6A4,SMOC2,UBD	4.66E-02
BP	GO:0023057	negative regulation of signaling	ABHD6,APOA1,ASAH2,BANK1,BICD1,CAMK2N1,CARD16,CCL5,DCC,DNAJA1,DUSP6,ENO1,FAM3D,FBP1,FOXM1,GBP1,GCLM,GRB10,HMGB2,HSPA5,IGFBP2,NLGN4X,NLRC5,PARK2,PARP14,PHLPP2,PLEK,PRKCB,PSMB8,PSMB9,PSME2,PTPN1,PYCARD,SARM1,SLC6A4,STAT1,TNIP3,VNN1,XBP1	4.69E-02
BP	GO:0019915	lipid storage	APOA1,CD36,PLIN2,STARD4	4.69E-02
BP	GO:0008209	androgen metabolic process	CYP3A4,HSD17B11,PPARGC1A,UGT2B7	4.69E-02
CC	GO:0000793	condensed chromosome	BUB1,CENPE,CENPF,CENPU,HMGB2,KNTC1,MKI67,NCAPG,STRA13,TOP2A,XRCC4	4.74E-02
MF	GO:0015077	monovalent inorganic cation transmembrane transporter activity	KCNIP4,SLC13A2,SLC15A1,SLC17A4,SLC28A1,SLC28A2,SLC38A1,SLC46A1,SLC4A7,SLC5A1,SLC5A12,SLC5A9,SLC6A4,SLC9A7	4.76E-02
MF	GO:0005215	transporter activity	ABCC2,ANO5,APOA1,APOA4,APOB,AQP10,GRAMD1B,KCNIP4,SFXN3,SLC13A2,SLC15A1,SLC17A4,SLC19A1,SLC19A3,SLC28A1,SLC28A2,SLC2A2,SLC38A1,SLC46A1,SLC4A7,SLC5A1,SLC5A11,SLC5A12,SLC5A9,SLC6A4,SLC7A6,SLC9A7,STARD4,TAP1,TAP2,TOMM40,TRPM6	4.76E-02
MF	GO:1904680	peptide transmembrane transporter activity	SLC15A1,TAP1,TAP2,TOMM40	4.80E-02
MF	GO:0090482	vitamin transmembrane transporter activity	SLC19A1,SLC19A3,SLC2A2,SLC46A1	4.80E-02
BP	GO:0034284	response to monosaccharide	CYBA,GCLM,IRS2,LPL,MLXIPL,PCK1,PPARGC1A,SARM1,XBP1	4.80E-02
BP	GO:0042593	glucose homeostasis	CYBA,G6PC,GCLM,IRS2,MLXIPL,OAS1,PCK1,PDK4,PPARGC1A,XBP1	4.81E-02
BP	GO:0015908	fatty acid transport	ABCC2,ACE,CD36,NOS2,PLIN2,PRKAB2	4.81E-02
MF	GO:0045499	chemorepellent activity	APOA1,NRG1,NRG3	4.91E-02
BP	GO:0033500	carbohydrate homeostasis	CYBA,G6PC,GCLM,IRS2,MLXIPL,OAS1,PCK1,PDK4,PPARGC1A,XBP1	4.91E-02
BP	GO:0042594	response to starvation	ACAT1,AOC1,HSPA5,KRT20,OXCT1,PCK1,PDK4,PPARGC1A,PRKD1,XBP1	4.91E-02
BP	GO:0051382	kinetochore assembly	CENPE,CENPF,STRA13	4.91E-02
BP	GO:0006000	fructose metabolic process	ALDOB,PFKFB4,SORD	4.91E-02
BP	GO:1900103	positive regulation of endoplasmic reticulum unfolded protein response	AGR2,PTPN1,XBP1	4.91E-02
BP	GO:0006266	DNA ligation	HMGB2,TOP2A,XRCC4	4.91E-02
BP	GO:0070989	oxidative demethylation	CYP2C9,CYP3A4,CYP3A5	4.91E-02
